,text,task_2,PRFN,OFFN,NONE,c_text
385,1/This #NationalResearchProgramme beggars belief!   The world is looking on in horror as the #IndiaCovidCrisis continues &amp; the UK government do this!  The #IndiaCovidCrisis where the #B117 variant is dominant &amp; is causing human suffering that is hard to quantify or comprehend. https://t.co/9g7ScqXmQG https://t.co/ocecIPBDtB,NONE,0,0,1,1this nationalresearchprogramme beggars belief   the world is looking on in horror as the indiacovidcrisis continues amp the uk government do this  the indiacovidcrisis where the b117 variant is dominant amp is causing human suffering that is hard to quantify or comprehend httpstco9g7scqxmqg httpstcoocecipbdtb
386,".@DrRudiEggers @questCNN: very clearly it worries me, and very clearly the second doses will not come in time. #CovidVaccine #COVAX #Kenya #Uganda?",NONE,0,0,1,  very clearly it worries me and very clearly the second doses will not come in time covidvaccine covax kenya uganda
387,"Why are u still not angry with him??? And by him I mean God, not modi, because andhbhakts will still defend modi... Some people are killing India..Save India..ðð» Vote mat mango, Maafi maango..  #ResignPMmodi #ModiKaVaccineJumla #ResignModi #CovidIndia #PeoplesVaccine",NONE,0,0,1,why are u still not angry with him and by him i mean god not modi because andhbhakts will still defend modi some people are killing indiasave indiaðð» vote mat mango maafi maango  resignpmmodi modikavaccinejumla resignmodi covidindia peoplesvaccine
388,@maiysha Shout to 2 all Queens out there yo holding dudes down yo.  Bloody British bitch jus mad Harry told about the queen And future king lol I have to laugh being racist cunts lol in my best British accent the cockney one lol,PRFN,1,0,0, shout to 2 all queens out there yo holding dudes down yo  bloody british bitch jus mad harry told about the queen and future king lol i have to laugh being racist cunts lol in my best british accent the cockney one lol
389,This is the most humble and deeply saddening piece I’ve read recently calling for #ResignModi.   By Arundhati Roy: We need a government https://t.co/SJSWZYdM0C via @scroll_in,NONE,0,0,1,this is the most humble and deeply saddening piece i’ve read recently calling for resignmodi   by arundhati roy we need a government httpstcosjswzydm0c via in
390,@trebIewinners Be getting another one soon with that fella comes back for his Bitcoin ye twat . Fraud must run in the fam,PRFN,1,0,0, be getting another one soon with that fella comes back for his bitcoin ye twat  fraud must run in the fam
391,Cont 3.  post by :Idiot RCP 30.03.2002 15:16 they even went to the extent of 'actively' opposed (...)Q If the sparts and the RCP were really funded by the CIA or MI5 then why didn't they try alot harder to actually mis*lead* the 'movement' and not just sit back+talk bollocks..,NONE,0,0,1,cont 3  post by idiot rcp 30032002 1516 they even went to the extent of 'actively' opposed q if the sparts and the rcp were really funded by the cia or mi5 then why didn't they try alot harder to actually mislead the 'movement' and not just sit backtalk bollocks
392,why don't you do it on the private account you blocked me on? or are you that much of an attention whore you felt the need to go at someone publicly for no reason?,OFFN,0,1,0,why don't you do it on the private account you blocked me on or are you that much of an attention whore you felt the need to go at someone publicly for no reason
393,"This is what's happening in India and as they say below, the video is disturbing... #IndiaCovidCrisis https://t.co/Xm3jMV3X1E",NONE,0,0,1,this is what's happening in india and as they say below the video is disturbing indiacovidcrisis httpstcoxm3jmv3x1e
394,"@RomphaR ""Ey wena bastard,zithin ngawe?""",PRFN,1,0,0, ey wena bastardzithin ngawe
395,"@LofiNatsoc that's funny that you say that because on the aforementioned walk i fantasized about beating up a pimp, cus there's a red light area relatively nearby and it looks disgusting",NONE,0,0,1, that's funny that you say that because on the aforementioned walk i fantasized about beating up a pimp cus there's a red light area relatively nearby and it looks disgusting
396,"On the day when Indians and many others realise that @BillGates is no philanthropist as he denies India access to #CovidVaccine tech, I am sharing a piece I wrote a decade ago, against bestowing greatness on another idol of Western Capitalism - #SteveJobs  https://t.co/iJm3dLTv1e",NONE,0,0,1,on the day when indians and many others realise that  is no philanthropist as he denies india access to covidvaccine tech i am sharing a piece i wrote a decade ago against bestowing greatness on another idol of western capitalism  stevejobs  httpstcoijm3dltv1e
397,"@cardithestallii Girl I done sucked this nigga dick more times than I’ve sucked dick in my life bc she DESERVES. The check ins, the reassurance, the support, the attention, the moneyyy, and she fine with great dick. I gawk spit on SIGHT.",PRFN,1,0,0, girl i done sucked this nigga dick more times than i’ve sucked dick in my life bc she deserves the check ins the reassurance the support the attention the moneyyy and she fine with great dick i gawk spit on sight
398,"The situation in West Bengal is frightening. All these barbaric acts being ignored just because they belong to a certain political party, is even more horrifying.Hope we restore humanity at the earliest instead of all the fake propoganda. @PMOIndia #BengalBurning #ShameOnMamata",NONE,0,0,1,the situation in west bengal is frightening all these barbaric acts being ignored just because they belong to a certain political party is even more horrifyinghope we restore humanity at the earliest instead of all the fake propoganda  bengalburning shameonmamata
399,"Till now We have lost 2 bread earners in the family because of nt getting oxygen &amp; bed, 2 more battling for life without getting an ICU bed &amp; Medicines, itâ€™s a COVID Murder by the govt, they murdered. #ResignModi #Resign_PM_Modi youâ€™re an inefficient uneducated person killing ppl",OFFN,0,1,0,till now we have lost 2 bread earners in the family because of nt getting oxygen amp bed 2 more battling for life without getting an icu bed amp medicines itâ€trade marks a covid murder by the govt they murdered resignmodi resignpmmodi youâ€trade markre an inefficient uneducated person killing ppl
400,/ / fuck yall if you guys hav comms open let me know and i will gladly waste my money that i should be saving but i want art!,PRFN,1,0,0,  fuck yall if you guys hav comms open let me know and i will gladly waste my money that i should be saving but i want art
401,Illiteracy speaks volumes. Where are our vaccines ? You animal. You have tossed our lives into a haywire. @narendramodi #Resign_PM_Modi,OFFN,0,1,0,illiteracy speaks volumes where are our vaccines  you animal you have tossed our lives into a haywire  resignpmmodi
402,I feel devastated for India and deeply ashamed of our Government’s attitude and actions. #IndiaCovidCrisis https://t.co/V7tSBaJemu,HATE,0,0,0,i feel devastated for india and deeply ashamed of our government’s attitude and actions indiacovidcrisis httpstcov7tsbajemu
403,@HolOnTristian All them goofy niccas watching that shit. If that's my people's I'm airing the place out.,PRFN,1,0,0, all them goofy niccas watching that shit if that's my people's i'm airing the place out
404,Come a long way and survived a lot of things Iâ€™m not about to be taken out by a shitty virus. Nor do I care to have anything plugging up the carb on this Dadbod Cadillac. Thks to all the ppl in the health care system and my home province for the wicked service #CovidVaccine https://t.co/EM3hQ1jmSz,PRFN,1,0,0,come a long way and survived a lot of things iâ€trade markm not about to be taken out by a shitty virus nor do i care to have anything plugging up the carb on this dadbod cadillac thks to all the ppl in the health care system and my home province for the wicked service covidvaccine httpstcoem3hq1jmsz
405,What the @EU_Commission @Europarl_EN would say about these violations ...🤬 #ShameOnEU_Parliament  #Islamophobia https://t.co/F702JOmpp0,NONE,0,0,1,what the commission en would say about these violations 🤬 shameoneuparliament  islamophobia httpstcof702jompp0
406,May as well do one cool/positive thing for pride month and pimp out myself and all my LGBTQ+ friends who make cool art shit in a thread! Weâ€™re all grassroots creators who can use whatever support we can get! (THREAD!â¤ï¸ðŸ³ï¸â€ðŸŒˆ),NONE,0,0,1,may as well do one coolpositive thing for pride month and pimp out myself and all my lgbtq friends who make cool art shit in a thread weâ€trade markre all grassroots creators who can use whatever support we can get threadâ¤ï¸ðÿ³ï¸â€ðÿœˆ
407,"India is one of the worst affected by #COVID19. Health infrastructure is swamped, patients cant find hospital beds , oxygen , test , ambulance &amp; Pharmacies. Many innocent people are dying. Worthless @PMOIndia &amp; his ministry. #ResignModi #OxygenCrisis #VaccineForAll",HATE,0,0,0,india is one of the worst affected by covid19 health infrastructure is swamped patients cant find hospital beds  oxygen  test  ambulance amp pharmacies many innocent people are dying worthless  amp his ministry resignmodi oxygencrisis vaccineforall
408,"BREAKING: Morrison say they are not racist but brown, sick people are not welcome ðŸ‘‡ #IndiaCovidCrisis https://t.co/Tb7LKj95j8",HATE,0,0,0,breaking morrison say they are not racist but brown sick people are not welcome ðÿ‘‡ indiacovidcrisis httpstcotb7lkj95j8
409,"#ResignModi  Please stop posting your picture and do some work  Thousand of people are dying now , Shame on you   #ExitModi https://t.co/IqOKiRwK8l",OFFN,0,1,0,resignmodi  please stop posting your picture and do some work  thousand of people are dying now  shame on you   exitmodi httpstcoiqokirwk8l
410,"Tomorrow the demons are returning to possess your podcatchers once again! Bloody hell, we're reviewing Conjuring 2 innit https://t.co/mKSYtTFhAx",PRFN,1,0,0,tomorrow the demons are returning to possess your podcatchers once again bloody hell we're reviewing conjuring 2 innit httpstcomksyttfhax
411,BJP is party only knows to divide and rule see what they did to our country every where there is grief and anguish these idiots are fit for nothing #ModiKaVaccineJumla,HATE,0,0,0,bjp is party only knows to divide and rule see what they did to our country every where there is grief and anguish these idiots are fit for nothing modikavaccinejumla
